iter	Passed	Remaining
441	14828	18719
442	14855	18678
443	14885	18640
444	14917	18604
445	14948	18567
446	14982	18535
447	15012	18497
448	15044	18462
449	15074	18423
450	15099	18380
451	15129	18342
452	15160	18306
453	15184	18261
454	15216	18225
455	15250	18194
456	15299	18178
457	15331	18143
458	15361	18105
459	15392	18069
460	15427	18037
461	15459	18002
462	15483	17957
463	15517	17925
464	15548	17889
465	15576	17849
466	15598	17802
467	15623	17759
468	15658	17729
469	15693	17696
470	15725	17662
471	15757	17626
472	15790	17593
473	15827	17564
474	15859	17528
475	15886	17488
476	15914	17449
477	15946	17414
478	15986	17388
479	16032	17368
480	16077	17347
481	16113	17316
482	16153	17290
483	16188	17259
484	16228	17231
485	16305	17244
486	16362	17235
487	16402	17209
488	16449	17190
489	16502	17175
490	16544	17150
491	16602	17141
492	16660	17133
493	16717	17123
494	16776	17115
495	16803	17074
496	16824	17028
497	16849	16984
498	16871	16938
499	16900	16900
500	16923	16855
501	16954	16818
502	16984	16782
503	17011	16741
504	17047	16709
505	17073	16668
506	17098	16626
507	17128	16589
508	17156	16549
509	17189	16515
510	17235	16493
511	17275	16465
512	17315	16437
513	17343	16398
514	17378	16366
515	17406	16327
516	17439	16292
517	17468	16254
518	17501	16220
519	17534	16185
520	17569	16153
521	17597	16114
522	17624	16074
523	17650	16033
524	17682	15998
525	17711	15960
526	17745	15927
527	17782	15896
528	17818	15865
529	17851	15830
530	17886	15797
531	17917	15761
532	17952	15729
533	17992	15701
534	18030	15671
535	18067	15640
536	18101	15606
537	18145	15582
538	18181	15550
539	18228	15527
540	18277	15507
541	18310	15472
542	18343	15438
543	18375	15402
544	18409	15369
545	18434	15328
546	18478	15303
547	18522	15277
548	18550	15239
549	18583	15204
550	18617	15170
551	18648	15135
552	18678	15097
553	18707	15060
554	18737	15023
555	18758	14980
556	18782	14938
557	18807	14897
558	18827	14853
559	18850	14810
560	18882	14776
561	18908	14736
562	18933	14695
563	18958	14655
564	18979	14612
565	19004	14572
566	19027	14530
567	19051	14489
568	19072	14446
569	19093	14404
570	19115	14362
571	19139	14321
572	19163	14280
573	19189	14241
574	19222	14208
575	19262	14179
576	19310	14156
577	19343	14123
578	19375	14087
579	19404	14051
580	19435	14016
581	19469	13982
582	19509	13954
583	19542	13920
584	19574	13886
585	19606	13851
586	19637	13816
587	19664	13778
588	19692	13741
589	19727	13709
590	19770	13681
591	19806	13650
592	19838	13615
593	19873	13583
594	19901	13546
595	19926	13507
596	19957	13471
597	19991	13439
598	20027	13407
599	20063	13375
600	20095	13341
601	20131	13309
602	20153	13268
603	20182	13232
604	20203	13190
605	20233	13155
606	20270	13124
607	20299	13087
608	20327	13050
609	20358	13015
610	20385	12978
611	20407	12938
612	20432	12899
613	20456	12860
614	20496	12831
615	20530	12798
616	20560	12762
617	20594	12730
618	20646	12707
619	20668	12667
620	20689	12626
621	20713	12588
622	20735	12547
623	20760	12509
624	20785	12471
625	20818	12437
626	20856	12407
627	20895	12377
628	20932	12346
629	20963	12311
630	20992	12275
631	21016	12237
632	21045	12201
633	21069	12163
634	21095	12126
635	21123	12089
636	21152	12053
637	21183	12019
638	21232	11995
639	21264	11961
640	21293	11925
641	21309	11883
642	21332	11843
643	21355	11805
644	21379	11766
645	21400	11726
646	21426	11690
647	21452	11653
648	21496	11625
649	21517	11586
650	21540	11547
651	21567	11511
652	21600	11478
653	21627	11442
654	21649	11403
655	21675	11366
656	21697	11327
657	21715	11286
658	21745	11252
659	21774	11217
660	21805	11182
661	21830	11145
662	21859	11111
663	21881	11072
664	21910	11037
665	21939	11002
666	21966	10966
667	22006	10937
668	22039	10904
669	22076	10873
670	22112	10842
671	22144	10808
672	22175	10774
673	22219	10747
674	22260	10718
675	22305	10690
676	22332	10654
677	22364	10621
678	22386	10583
679	22409	10545
680	22433	10508
681	22466	10475
682	22503	10444
683	22533	10410
684	22560	10374
685	22590	10340
686	22616	10304
687	22641	10267
688	22667	10231
689	22691	10194
690	22715	10157
691	22737	10120
692	22758	10082
693	22792	10049
694	22820	10014
695	22847	9979
696	22873	9943
697	22897	9907
698	22933	9875
699	22957	9839
700	22987	9804
701	23021	9772
702	23050	9738
703	23080	9704
704	23115	9672
705	23146	9638
706	23182	9607
707	23253	9590
708	23288	9558
709	23320	9525
710	23354	9492
711	23386	9459
712	23420	9427
713	23444	9390
714	23472	9355
715	23497	9320
716	23519	9283
717	23542	9246
718	23565	9209
719	23586	9172
720	23605	9134
721	23620	9094
722	23638	9056
723	23657	9018
724	23681	8982
725	23698	8943
726	23716	8905
727	23734	8867
728	23752	8829
729	23786	8797
730	23803	8759
731	23847	8731
732	23881	8698
733	23925	8670
734	23961	8639
735	23984	8603
736	24006	8566
737	24029	8530
738	24047	8493
739	24067	8456
740	24094	8421
741	24112	8384
742	24130	8346
743	24149	8309
744	24168	8272
745	24198	8239
746	24224	8204
747	24245	8168
748	24274	8134
749	24301	8100
750	24321	8063
751	24344	8028
752	24366	7992
753	24390	7957
754	24411	7921
755	24430	7884
756	24456	7850
757	24474	7813
758	24498	7778
759	24524	7744
760	24544	7708
761	24565	7672
762	24583	7636
763	24601	7599
764	24622	7563
765	24639	7526
766	24656	7490
767	24673	7453
768	24692	7417
769	24710	7380
770	24728	7344
771	24745	7308
772	24765	7272
773	24786	7237
774	24806	7201
775	24827	7166
776	24852	7132
777	24876	7098
778	24905	7065
779	24925	7030
780	24959	6998
781	24986	6965
782	25007	6930
783	25028	6895
784	25054	6862
785	25082	6829
786	25101	6793
787	25122	6758
788	25141	6723
789	25159	6687
790	25173	6651
791	25191	6616
792	25214	6581
793	25233	6546
794	25263	6514
795	25279	6478
796	25295	6442
797	25313	6407
798	25329	6372
799	25348	6337
800	25368	6302
801	25393	6269
802	25411	6234
803	25428	6198
804	25447	6164
805	25465	6129
806	25477	6093
807	25493	6057
808	25510	6022
809	25525	5987
810	25543	5952
811	25559	5917
812	25577	5883
813	25595	5848
814	25612	5813
815	25630	5779
816	25648	5745
817	25666	5710
818	25683	5676
819	25700	5641
820	25718	5607
821	25738	5573
822	25753	5538
823	25770	5504
824	25785	5469
825	25819	5438
826	25845	5406
827	25863	5372
828	25883	5339
829	25905	5306
830	25926	5272
831	25945	5239
832	25964	5205
833	25981	5171
834	25998	5137
835	26020	5104
836	26059	5074
837	26083	5042
838	26100	5008
839	26120	4975
840	26140	4942
841	26155	4908
842	26178	4875
843	26211	4844
844	26240	4813
845	26272	4782
846	26305	4751
847	26323	4718
848	26344	4685
849	26360	4651
850	26386	4620
851	26402	4586
852	26419	4552
853	26440	4520
854	26458	4487
855	26473	4453
856	26495	4421
857	26509	4387
858	26523	4353
859	26538	4320
860	26553	4286
861	26568	4253
862	26584	4220
863	26603	4187
864	26620	4154
865	26636	4121
866	26651	4088
867	26666	4055
868	26684	4022
869	26707	3990
870	26723	3957
871	26739	3925
872	26756	3892
873	26771	3859
874	26786	3826
875	26804	3794
876	26823	3762
877	26839	3729
878	26854	3696
879	26871	3664
880	26885	3631
881	26899	3598
882	26913	3566
883	26925	3533
884	26940	3500
885	26962	3469
886	26978	3436
887	26992	3404
888	27005	3371
889	27021	3339
890	27037	3307
891	27051	3275
892	27067	3243
893	27081	3211
894	27096	3178
895	27113	3147
896	27133	3115
897	27148	3083
898	27178	3053
899	27205	3022
900	27222	2991
901	27239	2959
902	27278	2930
903	27300	2899
904	27329	2868
905	27343	2836
906	27360	2805
907	27377	2773
908	27393	2742
909	27405	2710
910	27420	2678
911	27440	2647
912	27458	2616
913	27472	2584
914	27500	2554
915	27520	2523
916	27546	2493
917	27564	2462
918	27583	2431
919	27607	2400
920	27626	2369
921	27646	2338
922	27666	2308
923	27690	2277
924	27715	2247
925	27736	2216
926	27748	2185
927	27764	2154
928	27783	2123
929	27796	2092
930	27812	2061
931	27834	2030
932	27859	2000
933	27881	1970
934	27912	1940
935	27943	1910
936	27973	1880
937	28008	1851
938	28029	1820
939	28052	1790
940	28074	1760
941	28092	1729
942	28111	1699
943	28134	1668
944	28168	1639
945	28193	1609
946	28218	1579
947	28236	1548
948	28255	1518
949	28274	1488
950	28297	1458
951	28317	1427
952	28334	1397
953	28351	1367
954	28374	1337
955	28396	1306
956	28424	1277
957	28450	1247
958	28472	1217
959	28496	1187
960	28515	1157
961	28533	1127
962	28550	1096
963	28569	1066
964	28587	1036
965	28606	1006
966	28636	977
967	28656	947
968	28678	917
969	28698	887
970	28715	857
971	28733	827
972	28750	797
973	28769	767
974	28788	738
975	28813	708
976	28836	678
977	28866	649
978	28886	619
979	28905	589
980	28930	560
981	28953	530
982	28980	501
983	28998	471
984	29017	441
985	29033	412
986	29052	382
987	29069	353
988	29086	323
989	29108	294
990	29129	264
991	29148	235
992	29168	205
993	29194	176
994	29225	146
995	29240	117
996	29252	88
997	29281	58
998	29301	29
999	29323	0
