iter	Logloss
0	0.6052058665
1	0.5229772356
2	0.4574701728
3	0.4005499702
4	0.3532578092
5	0.3118066877
6	0.2761760401
7	0.247225549
8	0.2201186266
9	0.1985454221
10	0.1779812231
11	0.1612273852
12	0.1495400718
13	0.1355363493
14	0.1230137926
15	0.1129939757
16	0.1065599982
17	0.1014839339
18	0.09670466481
19	0.09067520922
20	0.08457133835
21	0.07912057962
22	0.07552874527
23	0.07275798428
24	0.06970444857
25	0.06686900222
26	0.06450115501
27	0.06217230959
28	0.05977258718
29	0.05650509861
30	0.0552177986
31	0.05341833003
32	0.05170778165
33	0.04960046754
34	0.0481239865
35	0.04693805977
36	0.04562518767
37	0.04447195281
38	0.04349766706
39	0.04222391072
40	0.04116999815
41	0.04020852056
42	0.03911736981
43	0.03819905948
44	0.03733414024
45	0.03652507878
46	0.03568377749
47	0.03474686009
48	0.03418913457
49	0.03356103942
50	0.03296867939
51	0.03193300008
52	0.03146742043
53	0.03072217623
54	0.03004961303
55	0.02934308525
56	0.02899633236
57	0.02852916453
58	0.0280662992
59	0.02777904746
60	0.02705147557
61	0.02647284971
62	0.0257871581
63	0.02533280303
64	0.02500341458
65	0.02456549323
66	0.02425668205
67	0.02387472889
68	0.02345184326
69	0.02301521491
70	0.02274179126
71	0.02241898169
72	0.02205274058
73	0.02169599676
74	0.02144155206
75	0.02100707346
76	0.02078821527
77	0.02057258498
78	0.0203821541
79	0.02011649439
80	0.01967741074
81	0.01939302922
82	0.01919387799
83	0.01882202669
84	0.01864663384
85	0.01831575715
86	0.01808631946
87	0.01789273572
88	0.01767436946
89	0.01745912377
90	0.01727209482
91	0.01714151362
92	0.01680391647
93	0.01664196874
94	0.01641841223
95	0.01613169262
96	0.01588207183
97	0.0157481778
98	0.01559536745
99	0.01544168925
100	0.01533264025
101	0.01516291212
102	0.01497626389
103	0.0147605865
104	0.01451752804
105	0.01437677118
106	0.01420571558
107	0.01404586025
108	0.01393522226
109	0.01377360058
110	0.0137043413
111	0.01356744038
112	0.01347002509
113	0.01323111045
114	0.01312037807
115	0.01298915085
116	0.01285731409
117	0.01276533912
118	0.01262239033
119	0.0125026877
120	0.01242234471
121	0.01231456475
122	0.01221755995
123	0.01211061541
124	0.01201169895
125	0.01193106991
126	0.01179997155
127	0.01159609316
128	0.01149459467
129	0.0113736949
130	0.01131225361
131	0.01120967786
132	0.0111266597
133	0.01098297424
134	0.01086364835
135	0.01078060816
136	0.01070191294
137	0.01062303905
138	0.01054058498
139	0.01041760507
140	0.01033981694
141	0.01028831685
142	0.01020910575
143	0.01011638266
144	0.01004409768
145	0.009952213996
146	0.009866925957
147	0.009822256257
148	0.009750211923
149	0.009678228173
150	0.009592322133
151	0.009517476478
152	0.009427371581
153	0.00937685232
154	0.009311481817
155	0.009259742457
156	0.009200477523
157	0.009127497988
158	0.00907674531
159	0.009030338638
160	0.008971085383
161	0.008919486768
162	0.00885583954
163	0.00879173805
164	0.008719382192
165	0.008677453471
166	0.008630667271
167	0.008526281786
168	0.008461202946
169	0.008387284523
170	0.008300540301
171	0.008264690594
172	0.008215493873
173	0.008148296842
174	0.008113512482
175	0.008076396204
176	0.008035990701
177	0.008000107219
178	0.007951608318
179	0.007914782985
180	0.007875503911
181	0.007810752212
182	0.007751567862
183	0.007685726148
184	0.007647226988
185	0.007599162927
186	0.007558030083
187	0.007500445021
188	0.007448113242
189	0.007422188553
190	0.007364309655
191	0.007271380694
192	0.007232803335
193	0.007194280513
194	0.007165348104
195	0.007136256706
196	0.007107017904
197	0.007019697576
198	0.006988469259
199	0.006946657131
200	0.006914881175
201	0.006876791931
202	0.006816170401
203	0.006760422782
204	0.006722967219
205	0.006695702513
206	0.006675815311
207	0.00665760405
208	0.006625006319
209	0.006589360707
210	0.006544701424
211	0.006480827272
212	0.006437712879
213	0.006417571098
214	0.006397078565
215	0.00636691767
216	0.006312405094
217	0.006285686747
218	0.006263999285
219	0.006235154458
220	0.006204663723
221	0.006171879643
222	0.006140919242
223	0.00609804027
224	0.00605949887
225	0.006029055372
226	0.006006729084
227	0.00598847373
228	0.005965714803
229	0.005929747513
230	0.005893134642
231	0.005857747624
232	0.005805446662
233	0.005781151984
234	0.005758932217
235	0.005732182337
236	0.005702429323
237	0.005675912039
238	0.005643177602
239	0.005630866577
240	0.005603664189
241	0.005579090011
242	0.005555269574
243	0.00553396614
244	0.005510114498
245	0.005479763885
246	0.005449581181
247	0.005425806472
248	0.005400211776
249	0.0053609555
250	0.00535400047
251	0.00534031736
252	0.005313451323
253	0.005288354835
254	0.00526302388
255	0.005245052882
256	0.005236826783
257	0.005212112287
258	0.005190703834
259	0.005182762991
260	0.005165118786
261	0.005153611888
262	0.005132820038
263	0.005113032021
264	0.005079453376
265	0.00506849464
266	0.005049385832
267	0.005029214083
268	0.005008085894
269	0.004991630623
270	0.004984206239
271	0.004966703625
272	0.004955975141
273	0.004939533161
274	0.004919861031
275	0.004874871972
276	0.004855638568
277	0.004839386388
278	0.004812744603
279	0.004802477456
280	0.004777156955
281	0.004772837711
282	0.004747484195
283	0.004729522428
284	0.004716901386
285	0.004706807269
286	0.004692658373
287	0.004673035569
288	0.004646930731
289	0.004624913446
290	0.00460732212
291	0.004596533759
292	0.004574420366
293	0.004557334624
294	0.004547856551
295	0.004538359681
296	0.004533018512
297	0.004529739044
298	0.004508921397
299	0.00446576288
300	0.004450944679
301	0.004434156617
302	0.004422020314
303	0.004409618824
304	0.004404742719
305	0.004377522526
306	0.004363370848
307	0.004353901803
308	0.004341855823
309	0.004327036336
310	0.004314595748
311	0.004305336508
312	0.004282342093
313	0.004269328164
314	0.004261914475
315	0.004246429713
316	0.004236215038
317	0.004219824552
318	0.004184736134
319	0.00416513718
320	0.004150260355
321	0.004137946837
322	0.004128687169
323	0.004119091543
324	0.004109725598
325	0.004103318848
326	0.004091908114
327	0.004084239875
328	0.004069248998
329	0.004053154492
330	0.004050824338
331	0.004039896462
332	0.004022664319
333	0.004012257367
334	0.004007706585
335	0.003989489323
336	0.003973928497
337	0.003963273424
338	0.003937306805
339	0.003920409825
340	0.003901063521
341	0.0038835632
342	0.003853361224
343	0.0038451434
344	0.003827403982
345	0.003820095177
346	0.003815927927
347	0.003799528905
348	0.003787880011
349	0.003778918852
350	0.003765834646
351	0.003763124147
352	0.003756094594
353	0.003748624946
354	0.003741219294
355	0.003734085644
356	0.003724346141
357	0.00370711666
358	0.003704533369
359	0.003690133857
360	0.003682791777
361	0.00366796619
362	0.003661129868
363	0.003652909007
364	0.003638492754
365	0.003626180225
366	0.00361304189
367	0.003610738262
368	0.003607171625
369	0.003601259493
370	0.003591092947
371	0.003570947593
372	0.003558941827
373	0.003543956934
374	0.003531654887
375	0.003529714416
376	0.003503991192
377	0.003485270356
378	0.003479341915
379	0.003467902253
380	0.003456191646
381	0.003453036203
382	0.003450068104
383	0.003443516957
384	0.003437138461
385	0.003416409056
386	0.003399900713
387	0.003388835196
388	0.00338604847
389	0.003377100598
390	0.003368677386
391	0.003360203275
392	0.003349609851
393	0.003340209732
394	0.003330064319
395	0.003323938044
396	0.003321128171
397	0.003318468858
398	0.003308895198
399	0.003300762941
400	0.003291867127
401	0.003279962973
402	0.003270854008
403	0.00324883274
404	0.003246068518
405	0.003237991495
406	0.003232423992
407	0.00322442416
408	0.003218920946
409	0.003211237449
410	0.003208887518
411	0.003201889595
412	0.003193181674
413	0.003187679176
414	0.003179302287
415	0.003165753052
416	0.003157628971
417	0.003148842924
418	0.003142806639
419	0.003136968601
420	0.00312928902
421	0.003120515775
422	0.00310976676
423	0.003104925503
424	0.003091222564
425	0.003084972774
426	0.003078756919
427	0.003071069346
428	0.003064079749
429	0.003057287501
430	0.003051204681
431	0.003037107498
432	0.003031206057
433	0.003019283022
434	0.003009725059
435	0.003001532043
436	0.002992542851
437	0.002972399668
438	0.002959587512
439	0.002953854482
440	0.002948459778
441	0.002935515239
442	0.002929173898
443	0.002926979171
444	0.002922726303
445	0.002918041266
446	0.002911389771
447	0.002905554924
448	0.002894824972
449	0.00289038556
450	0.002879693132
451	0.002873171771
452	0.002871477854
453	0.002867052363
454	0.002862718756
455	0.002856552521
456	0.002852475183
457	0.002842457111
458	0.002835064742
459	0.002828588472
460	0.002822133568
461	0.002818034494
462	0.002816400681
463	0.002800088723
464	0.002794752389
465	0.002790636204
466	0.002788910545
467	0.002782970178
468	0.002774498954
469	0.002769265207
470	0.002765387151
471	0.002759505336
472	0.002754956236
473	0.002751149882
474	0.002740245569
475	0.002735373292
476	0.00273024199
477	0.002722923831
478	0.002719310523
479	0.00271769951
480	0.002714142466
481	0.002708524055
482	0.002697718348
483	0.00269284879
484	0.002689429587
485	0.002687969815
486	0.002686509488
487	0.002681584862
488	0.002673971676
489	0.002669293007
490	0.00266806515
491	0.00266338947
492	0.00266210141
493	0.002657664016
494	0.002641277071
495	0.002636902552
496	0.002633630598
497	0.002628561551
498	0.002620324369
499	0.002609285953
500	0.002606600113
501	0.002602655019
502	0.002598457609
503	0.002594478197
504	0.002592517024
505	0.002586270483
506	0.002581053065
507	0.002577265948
508	0.002570436763
509	0.002566533213
510	0.002561562333
511	0.002560358767
512	0.002557206381
513	0.002553972571
514	0.002552173216
515	0.002548403765
516	0.002543970849
517	0.002540960556
518	0.002537969041
519	0.002534021916
520	0.002522459592
521	0.002514701745
522	0.00250973981
523	0.002503630034
524	0.002499713043
525	0.002494876082
526	0.002492522003
527	0.002490273076
528	0.002487510151
529	0.002484322779
530	0.002473812661
531	0.002471073394
532	0.002464645092
533	0.002463615595
534	0.002461475545
535	0.002457287629
536	0.002452391534
537	0.002447743454
538	0.002445703237
539	0.002441448802
540	0.002439486313
541	0.002437606962
542	0.002433601339
543	0.002430587305
544	0.002424980502
545	0.002419556379
546	0.002418008944
547	0.002414700025
548	0.002410507179
549	0.002406536921
550	0.002401292022
551	0.002398778849
552	0.002382851962
553	0.002380098495
554	0.002377430922
555	0.00237482081
556	0.002365824456
557	0.002363251816
558	0.002362555111
559	0.002354939989
560	0.002354186425
561	0.002351330573
562	0.002348807923
563	0.002346147472
564	0.00233847696
565	0.002334657613
566	0.002331573325
567	0.002329140168
568	0.002328450618
569	0.00232609341
570	0.002323722144
571	0.002320813291
572	0.002314370803
573	0.002311133936
574	0.002307154238
575	0.002305804195
576	0.002301004446
577	0.002298712326
578	0.002296216306
579	0.002293963129
580	0.002286644247
581	0.002284514682
582	0.002280049326
